,Наименование,Марка стали,Длина,"Цена за 1т, руб. с НДС","Цена за 1т, руб. с НДС.1",Поставщик,Поставщик.1,Город,Размер,Подраздел,Раздел
9,Балка б/у 50,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50,Балка б/у,Металлопрокат
10,Балка б/у 50,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,50,Балка б/у,Металлопрокат
11,Балка б/у 50,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,50,Балка б/у,Металлопрокат
12,Балка б/у 50,,н/д,звоните,,СтройГеоРесурс Мск (495) 777-36-46,,Москва,50,Балка б/у,Металлопрокат
0,Балка б/у 50Б1,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,50Б1,Балка б/у,Металлопрокат
1,Балка б/у 50Б1,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50Б1,Балка б/у,Металлопрокат
2,Балка б/у 50Б1 лежалая,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50Б1,Балка б/у,Металлопрокат
3,Балка б/у 50Б1,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50Б1,Балка б/у,Металлопрокат
4,Балка б/у 50Б1 лежалая,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50Б1,Балка б/у,Металлопрокат
5,Балка б/у 50Б1,,,56 000,,ПСК ТРАСТ-М Мск (499) 288-00-68,,Москва,50Б1,Балка б/у,Металлопрокат
6,Балка б/у 50Б1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50Б1,Балка б/у,Металлопрокат
7,Балка б/у 50Б1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50Б1,Балка б/у,Металлопрокат
8,Балка б/у 50Б1,ст3,9-12,57 000,,Риан Групп Мск (926) 602-83-59 доб.,,Москва,50Б1,Балка б/у,Металлопрокат
9,Балка б/у 50Б1,,11,58 000,,ПКФ Сириус Мск (926) 745-05-80 доб.,,Москва,50Б1,Балка б/у,Металлопрокат
10,Балка б/у 50Б1,,,59 000,,Атон Сталь Мск (495) 20-30-400,,Москва,50Б1,Балка б/у,Металлопрокат
11,Балка б/у 50Б1,,,65 000,,ТУБУС Мск (495) 188-43-21,,Москва,50Б1,Балка б/у,Металлопрокат
0,Балка б/у 50Б2,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,50Б2,Балка б/у,Металлопрокат
1,Балка б/у 50Б2,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50Б2,Балка б/у,Металлопрокат
2,Балка б/у 50Б2,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50Б2,Балка б/у,Металлопрокат
3,Балка б/у 50Б2,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50Б2,Балка б/у,Металлопрокат
4,Балка б/у 50Б2,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50Б2,Балка б/у,Металлопрокат
5,Балка б/у 50Б2,ст3,9-12,57 000,,Риан Групп Мск (926) 602-83-59 доб.,,Москва,50Б2,Балка б/у,Металлопрокат
6,Балка б/у 50Б2,,,58 000,,ПКФ Сириус Мск (926) 745-05-80 доб.,,Москва,50Б2,Балка б/у,Металлопрокат
7,Балка б/у 50Б2,,,65 000,,ТУБУС Мск (495) 188-43-21,,Москва,50Б2,Балка б/у,Металлопрокат
8,Балка б/у 50Б2,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,50Б2,Балка б/у,Металлопрокат
9,Балка б/у 50Б2,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,50Б2,Балка б/у,Металлопрокат
0,Балка б/у 50К1,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50К1,Балка б/у,Металлопрокат
1,Балка б/у 50К1,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50К1,Балка б/у,Металлопрокат
2,Балка б/у 50К1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50К1,Балка б/у,Металлопрокат
3,Балка б/у 50К1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50К1,Балка б/у,Металлопрокат
0,Балка б/у 50К2,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50К2,Балка б/у,Металлопрокат
1,Балка б/у 50К2,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50К2,Балка б/у,Металлопрокат
0,Балка б/у 50К3,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50К3,Балка б/у,Металлопрокат
1,Балка б/у 50К3,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50К3,Балка б/у,Металлопрокат
2,Балка б/у 50К3,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50К3,Балка б/у,Металлопрокат
3,Балка б/у 50К3,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50К3,Балка б/у,Металлопрокат
0,Балка б/у 50Ш1,,,54 000,,Атон Сталь Мск (495) 20-30-400,,Москва,50Ш1,Балка б/у,Металлопрокат
1,Балка б/у 50Ш1,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,50Ш1,Балка б/у,Металлопрокат
2,Балка б/у 50Ш1,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50Ш1,Балка б/у,Металлопрокат
3,Балка б/у 50Ш1,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50Ш1,Балка б/у,Металлопрокат
4,Балка б/у 50Ш1,,,55 000,,ПКФ Сириус Мск (926) 745-05-80 доб.,,Москва,50Ш1,Балка б/у,Металлопрокат
5,Балка б/у 50Ш1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50Ш1,Балка б/у,Металлопрокат
6,Балка б/у 50Ш1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50Ш1,Балка б/у,Металлопрокат
7,Балка б/у 50Ш1,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,50Ш1,Балка б/у,Металлопрокат
8,Балка б/у 50Ш1,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,50Ш1,Балка б/у,Металлопрокат
0,Балка б/у 50Ш2,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,50Ш2,Балка б/у,Металлопрокат
1,Балка б/у 50Ш2,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50Ш2,Балка б/у,Металлопрокат
2,Балка б/у 50Ш2,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50Ш2,Балка б/у,Металлопрокат
3,Балка б/у 50Ш2,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50Ш2,Балка б/у,Металлопрокат
4,Балка б/у 50Ш2,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50Ш2,Балка б/у,Металлопрокат
0,Балка б/у 50Ш3,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,50Ш3,Балка б/у,Металлопрокат
1,Балка б/у 50Ш3,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50Ш3,Балка б/у,Металлопрокат
2,Балка б/у 50Ш3,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,50Ш3,Балка б/у,Металлопрокат
3,Балка б/у 50Ш3,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50Ш3,Балка б/у,Металлопрокат
4,Балка б/у 50Ш3,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,50Ш3,Балка б/у,Металлопрокат
0,Балка б/у 55,,5-5.5,53 000,,ТД Металлстрой Мск (968) 500-16-43,,Москва,55,Балка б/у,Металлопрокат
1,Балка б/у 55,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,55,Балка б/у,Металлопрокат
2,Балка б/у 55,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,55,Балка б/у,Металлопрокат
3,Балка б/у 55,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,55,Балка б/у,Металлопрокат
4,Балка б/у 55,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,55,Балка б/у,Металлопрокат
5,Балка б/у 55,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,55,Балка б/у,Металлопрокат
6,Балка б/у 55,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,55,Балка б/у,Металлопрокат
7,Балка б/у 55,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,55,Балка б/у,Металлопрокат
8,Балка б/у 55,,,59 000,,Атон Сталь Мск (495) 20-30-400,,Москва,55,Балка б/у,Металлопрокат
9,Балка б/у 55,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,55,Балка б/у,Металлопрокат
10,Балка б/у 55,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,55,Балка б/у,Металлопрокат
0,Балка б/у 55Б1,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,55Б1,Балка б/у,Металлопрокат
1,Балка б/у 55Б1,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,55Б1,Балка б/у,Металлопрокат
2,Балка б/у 55Б1,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,55Б1,Балка б/у,Металлопрокат
3,Балка б/у 55Б1,,,56 000,,ПСК ТРАСТ-М Мск (499) 288-00-68,,Москва,55Б1,Балка б/у,Металлопрокат
4,Балка б/у 55Б1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,55Б1,Балка б/у,Металлопрокат
5,Балка б/у 55Б1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,55Б1,Балка б/у,Металлопрокат
6,Балка б/у 55Б1,ст3,11-12,57 000,,Риан Групп Мск (926) 602-83-59 доб.,,Москва,55Б1,Балка б/у,Металлопрокат
7,Балка б/у 55Б1,,5,58 000,,Компания ТрубоТорг Мск (495) 223-44-51 доб.,,Москва,55Б1,Балка б/у,Металлопрокат
8,Балка б/у 55Б1,,,58 000,,ПКФ Сириус Мск (926) 745-05-80 доб.,,Москва,55Б1,Балка б/у,Металлопрокат
9,Балка б/у 55Б1,,,59 000,,Атон Сталь Мск (495) 20-30-400,,Москва,55Б1,Балка б/у,Металлопрокат
10,Балка б/у 55Б1,ст3,н/д,60 000 >1т,,МСЦ НИЖЕГОРОДМЕТАЛЛ НН (831) 411-50-60,,Нижний Новгород,55Б1,Балка б/у,Металлопрокат
11,Балка б/у 55Б1,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,55Б1,Балка б/у,Металлопрокат
12,Балка б/у 55Б1,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,55Б1,Балка б/у,Металлопрокат
13,Балка б/у 55Б1,,5-12,звоните,,СТОТРУБ Мск (495) 230-04-84,,Москва,55Б1,Балка б/у,Металлопрокат
0,Балка б/у 55Б2,,,50 000,,ПКФ Сириус Мск (926) 745-05-80 доб.,,Москва,55Б2,Балка б/у,Металлопрокат
1,Балка б/у 55Б2,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,55Б2,Балка б/у,Металлопрокат
2,Балка б/у 55Б2,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,55Б2,Балка б/у,Металлопрокат
3,Балка б/у 55Б2,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,55Б2,Балка б/у,Металлопрокат
4,Балка б/у 55Б2,,,56 000,,ПСК ТРАСТ-М Мск (499) 288-00-68,,Москва,55Б2,Балка б/у,Металлопрокат
5,Балка б/у 55Б2,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,55Б2,Балка б/у,Металлопрокат
6,Балка б/у 55Б2,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,55Б2,Балка б/у,Металлопрокат
7,Балка б/у 55Б2,ст3,11-12,57 000,,Риан Групп Мск (926) 602-83-59 доб.,,Москва,55Б2,Балка б/у,Металлопрокат
8,Балка б/у 55Б2,,5,58 000,,Компания ТрубоТорг Мск (495) 223-44-51 доб.,,Москва,55Б2,Балка б/у,Металлопрокат
9,Балка б/у 55Б2,,,65 000,,ТУБУС Мск (495) 188-43-21,,Москва,55Б2,Балка б/у,Металлопрокат
10,Балка б/у 55Б2,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,55Б2,Балка б/у,Металлопрокат
11,Балка б/у 55Б2,,,звоните,,СтройГруппКомпани Мск (495) 055-55-03,,Москва,55Б2,Балка б/у,Металлопрокат
0,Балка б/у 60,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,60,Балка б/у,Металлопрокат
1,Балка б/у 60,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60,Балка б/у,Металлопрокат
2,Балка б/у 60,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60,Балка б/у,Металлопрокат
3,Балка б/у 60,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60,Балка б/у,Металлопрокат
4,Балка б/у 60,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60,Балка б/у,Металлопрокат
5,Балка б/у 60,,,59 000,,Атон Сталь Мск (495) 20-30-400,,Москва,60,Балка б/у,Металлопрокат
0,Балка б/у 60Б1,,,52 000,,ПКФ Сириус Мск (926) 745-05-80 доб.,,Москва,60Б1,Балка б/у,Металлопрокат
1,Балка б/у 60Б1,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,60Б1,Балка б/у,Металлопрокат
2,Балка б/у 60Б1,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60Б1,Балка б/у,Металлопрокат
3,Балка б/у 60Б1,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60Б1,Балка б/у,Металлопрокат
4,Балка б/у 60Б1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60Б1,Балка б/у,Металлопрокат
5,Балка б/у 60Б1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60Б1,Балка б/у,Металлопрокат
6,Балка б/у 60Б1,ст3,6-12,57 000,,Риан Групп Мск (926) 602-83-59 доб.,,Москва,60Б1,Балка б/у,Металлопрокат
7,Балка б/у 60Б1,,,59 000,,Атон Сталь Мск (495) 20-30-400,,Москва,60Б1,Балка б/у,Металлопрокат
8,Балка б/у 60Б1,,5-12,звоните,,СТОТРУБ Мск (495) 230-04-84,,Москва,60Б1,Балка б/у,Металлопрокат
0,Балка б/у 60Б2,,6,48 000,,АВМ Инжиниринг Мск (495) 128-18-34,,Москва,60Б2,Балка б/у,Металлопрокат
1,Балка б/у 60Б2,,11.65-12,52 000,,ТД Металлстрой Мск (968) 500-16-43,,Москва,60Б2,Балка б/у,Металлопрокат
2,Балка б/у 60Б2,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,60Б2,Балка б/у,Металлопрокат
3,Балка б/у 60Б2,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60Б2,Балка б/у,Металлопрокат
4,Балка б/у 60Б2,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60Б2,Балка б/у,Металлопрокат
5,Балка б/у 60Б2,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60Б2,Балка б/у,Металлопрокат
6,Балка б/у 60Б2,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60Б2,Балка б/у,Металлопрокат
7,Балка б/у 60Б2,ст3,6-12,57 000,,Риан Групп Мск (926) 602-83-59 доб.,,Москва,60Б2,Балка б/у,Металлопрокат
0,Балка б/у 60К1,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60К1,Балка б/у,Металлопрокат
1,Балка б/у 60К1,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60К1,Балка б/у,Металлопрокат
2,Балка б/у 60К1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60К1,Балка б/у,Металлопрокат
3,Балка б/у 60К1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60К1,Балка б/у,Металлопрокат
0,Балка б/у 60Ш1,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,60Ш1,Балка б/у,Металлопрокат
1,Балка б/у 60Ш1,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60Ш1,Балка б/у,Металлопрокат
2,Балка б/у 60Ш1,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60Ш1,Балка б/у,Металлопрокат
3,Балка б/у 60Ш1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60Ш1,Балка б/у,Металлопрокат
4,Балка б/у 60Ш1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60Ш1,Балка б/у,Металлопрокат
5,Балка б/у 60Ш1,,,57 000,,ПКФ Сириус Мск (926) 745-05-80 доб.,,Москва,60Ш1,Балка б/у,Металлопрокат
6,Балка б/у 60Ш1,,,60 000,,ТУБУС Мск (495) 188-43-21,,Москва,60Ш1,Балка б/у,Металлопрокат
0,Балка б/у 60Ш2,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,60Ш2,Балка б/у,Металлопрокат
1,Балка б/у 60Ш2,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60Ш2,Балка б/у,Металлопрокат
2,Балка б/у 60Ш2,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60Ш2,Балка б/у,Металлопрокат
3,Балка б/у 60Ш2,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60Ш2,Балка б/у,Металлопрокат
4,Балка б/у 60Ш2,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60Ш2,Балка б/у,Металлопрокат
0,Балка б/у 60Ш3,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,60Ш3,Балка б/у,Металлопрокат
1,Балка б/у 60Ш3,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60Ш3,Балка б/у,Металлопрокат
2,Балка б/у 60Ш3,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60Ш3,Балка б/у,Металлопрокат
0,Балка б/у 60Ш4,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60Ш4,Балка б/у,Металлопрокат
1,Балка б/у 60Ш4,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,60Ш4,Балка б/у,Металлопрокат
2,Балка б/у 60Ш4,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60Ш4,Балка б/у,Металлопрокат
3,Балка б/у 60Ш4,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,60Ш4,Балка б/у,Металлопрокат
0,Балка б/у 61У1А,,,85 700,,Атон Сталь Мск (495) 20-30-400,,Москва,61У1А,Балка б/у,Металлопрокат
0,Балка б/у 70,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,70,Балка б/у,Металлопрокат
1,Балка б/у 70,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,70,Балка б/у,Металлопрокат
2,Балка б/у 70,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,70,Балка б/у,Металлопрокат
3,Балка б/у 70,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,70,Балка б/у,Металлопрокат
0,Балка б/у 70Б1,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,70Б1,Балка б/у,Металлопрокат
1,Балка б/у 70Б1,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,70Б1,Балка б/у,Металлопрокат
2,Балка б/у 70Б1,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,70Б1,Балка б/у,Металлопрокат
3,Балка б/у 70Б1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,70Б1,Балка б/у,Металлопрокат
4,Балка б/у 70Б1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,70Б1,Балка б/у,Металлопрокат
0,Балка б/у 70Б2,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,70Б2,Балка б/у,Металлопрокат
1,Балка б/у 70Б2,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,70Б2,Балка б/у,Металлопрокат
2,Балка б/у 70Б2,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,70Б2,Балка б/у,Металлопрокат
3,Балка б/у 70Б2,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,70Б2,Балка б/у,Металлопрокат
4,Балка б/у 70Б2,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,70Б2,Балка б/у,Металлопрокат
0,Балка б/у 70Ш1,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,70Ш1,Балка б/у,Металлопрокат
1,Балка б/у 70Ш1,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,70Ш1,Балка б/у,Металлопрокат
2,Балка б/у 70Ш1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,70Ш1,Балка б/у,Металлопрокат
3,Балка б/у 70Ш1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,70Ш1,Балка б/у,Металлопрокат
0,Балка б/у 70Ш2,,12,42 000,,Промбаза Восток Екб (343) 365-31-22,,Екатеринбург,70Ш2,Балка б/у,Металлопрокат
1,Балка б/у 70Ш2,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,70Ш2,Балка б/у,Металлопрокат
2,Балка б/у 70Ш2,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,70Ш2,Балка б/у,Металлопрокат
3,Балка б/у 70Ш2,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,70Ш2,Балка б/у,Металлопрокат
4,Балка б/у 70Ш2,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,70Ш2,Балка б/у,Металлопрокат
0,Балка б/у 70Ш3,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,70Ш3,Балка б/у,Металлопрокат
1,Балка б/у 70Ш3,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,70Ш3,Балка б/у,Металлопрокат
2,Балка б/у 70Ш3,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,70Ш3,Балка б/у,Металлопрокат
3,Балка б/у 70Ш3,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,70Ш3,Балка б/у,Металлопрокат
0,Балка б/у 75,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,75,Балка б/у,Металлопрокат
1,Балка б/у 75,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,75,Балка б/у,Металлопрокат
0,Балка б/у 80,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,80,Балка б/у,Металлопрокат
1,Балка б/у 80,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,80,Балка б/у,Металлопрокат
2,Балка б/у 80,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,80,Балка б/у,Металлопрокат
3,Балка б/у 80,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,80,Балка б/у,Металлопрокат
0,Балка б/у 80Б1,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,80Б1,Балка б/у,Металлопрокат
1,Балка б/у 80Б1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,80Б1,Балка б/у,Металлопрокат
2,Балка б/у 80Б1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,80Б1,Балка б/у,Металлопрокат
0,Балка б/у 85,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,85,Балка б/у,Металлопрокат
1,Балка б/у 85,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,85,Балка б/у,Металлопрокат
0,Балка б/у 90Б1,09Г2С,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,90Б1,Балка б/у,Металлопрокат
1,Балка б/у 90Б1,ст3,,55 000,,ТД НСК-Металл Мск (499) 322-12-21,,Москва,90Б1,Балка б/у,Металлопрокат
2,Балка б/у 90Б1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,90Б1,Балка б/у,Металлопрокат
3,Балка б/у 90Б1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,90Б1,Балка б/у,Металлопрокат
0,Балка б/у 100,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,100,Балка б/у,Металлопрокат
1,Балка б/у 100,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,100,Балка б/у,Металлопрокат
0,Балка б/у 100Б1,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,100Б1,Балка б/у,Металлопрокат
1,Балка б/у 100Б1,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,100Б1,Балка б/у,Металлопрокат
2,Балка б/у 100Б1,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,100Б1,Балка б/у,Металлопрокат
0,Балка б/у 100Б2,,,55 000,,ТПО СТАЛЬРЕЗЕРВ Мск (495) 374-77-17,,Москва,100Б2,Балка б/у,Металлопрокат
1,Балка б/у 100Б2,,4-6,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,100Б2,Балка б/у,Металлопрокат
2,Балка б/у 100Б2,,6-12,56 000,,ЕМГ-Групп Мск (495) 775-74-61,,Москва,100Б2,Балка б/у,Металлопрокат
